fuID,sID,Description
LOC_TD.082B_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.082C_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.083_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.085_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.086_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.088A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.088E_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.088F_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.090_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.091_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.092_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.093_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.094_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.097A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.098_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.099_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.099A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.100_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.100A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.100B_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.101_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.101A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.102_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.103_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.104_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.105B_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.105_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.105C_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.106_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.106A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.107_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.107A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.107C_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.108_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.109_2008,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.110_2008,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.110A_2008,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.111_2008,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.112_2008,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.112A_2008,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.113_2008,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.113A_2008,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.113B_2008,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.114_2008,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.114A_2008,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.115_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.116_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.117_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.118_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.120_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.121_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.122_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.123_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.123A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.124_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.125_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.125A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.128B_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.128_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.129_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.130A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.130_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.131_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.133_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.134A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.134_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.135_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.138_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.139_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.139A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.140_2008,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.141_2008,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.142_2008,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.143_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.144A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.144C_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.144_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.145_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.146_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.147_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.148A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.148_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.151_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.152_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.154A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.154_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.154B_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.155_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.156_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.158_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.159_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.161_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.161B_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.162_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.164B_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.164_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.167_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.168_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.170_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.171_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.171C_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.174_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.175_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.176A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.177_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.177A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.178_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.179_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.180_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.181_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.181A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.182_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.183_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.184_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.185_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.186_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.186A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.187_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.188_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.189_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.190_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.190A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.191_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.191A_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.191B_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.192_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.193_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.194_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_TD.195_2002,DEPOSIT_INDONESIA_2009,International (Deposit to United Nations)
LOC_EEZ_0001,Not Ratified Yet,National
LOC_EEZ_0001,Not Agreement Yet,International (Treaty)
LOC_EEZ_0002,Not Ratified Yet,National
LOC_EEZ_0002,Not Agreement Yet,International (Treaty)
LOC_EEZ_0003,Not Ratified Yet,National
LOC_EEZ_0003,Not Agreement Yet,International (Treaty)
LOC_EEZ_0004,Not Ratified Yet,National
LOC_EEZ_0004,Not Agreement Yet,International (Treaty)
LOC_EEZ_0005,Not Ratified Yet,National
LOC_EEZ_0005,Not Agreement Yet,International (Treaty)
LOC_EEZ_0006,Not Ratified Yet,National
LOC_EEZ_0006,Not Agreement Yet,International (Treaty)
LOC_EEZ_0007,Not Ratified Yet,National
LOC_EEZ_0007,Not Agreement Yet,International (Treaty)
LOC_EEZ_0008,Not Ratified Yet,National
LOC_EEZ_0008,Not Agreement Yet,International (Treaty)
LOC_EEZ_0009,Not Ratified Yet,National
LOC_EEZ_0009,Not Agreement Yet,International (Treaty)
LOC_EEZ_0010,Not Ratified Yet,National
LOC_EEZ_0010,Not Agreement Yet,International (Treaty)
LOC_EEZ_0011,Not Ratified Yet,National
LOC_EEZ_0011,Not Agreement Yet,International (Treaty)
LOC_EEZ_0012,Not Ratified Yet,National
LOC_EEZ_0012,Not Agreement Yet,International (Treaty)
LOC_EEZ_0013,Not Ratified Yet,National
LOC_EEZ_0013,Not Agreement Yet,International (Treaty)
LOC_EEZ_0014,Not Ratified Yet,National
LOC_EEZ_0014,Not Agreement Yet,International (Treaty)
LOC_EEZ_0015,Not Ratified Yet,National
LOC_EEZ_0015,Not Agreement Yet,International (Treaty)
LOC_EEZ_0016,Not Ratified Yet,National
LOC_EEZ_0016,Not Agreement Yet,International (Treaty)
LOC_EEZ_0017,Not Ratified Yet,National
LOC_EEZ_0017,Not Agreement Yet,International (Treaty)
LOC_EEZ_0018,Not Ratified Yet,National
LOC_EEZ_0018,Not Agreement Yet,International (Treaty)
LOC_EEZ_0019,Not Ratified Yet,National
LOC_EEZ_0019,Not Agreement Yet,International (Treaty)
LOC_EEZ_0020,Not Ratified Yet,National
LOC_EEZ_0020,Not Agreement Yet,International (Treaty)
LOC_EEZ_0021,Not Ratified Yet,National
LOC_EEZ_0021,Not Agreement Yet,International (Treaty)
LOC_EEZ_0022,Not Ratified Yet,National
LOC_EEZ_0022,Not Agreement Yet,International (Treaty)
LOC_EEZ_0023,Not Ratified Yet,National
LOC_EEZ_0023,Not Agreement Yet,International (Treaty)
LOC_EEZ_0024,Not Ratified Yet,National
LOC_EEZ_0024,Not Agreement Yet,International (Treaty)
LOC_EEZ_0025,Not Ratified Yet,National
LOC_EEZ_0025,Not Agreement Yet,International (Treaty)
LOC_EEZ_0026,Not Ratified Yet,National
LOC_EEZ_0026,Not Agreement Yet,International (Treaty)
LOC_EEZ_0027,Not Ratified Yet,National
LOC_EEZ_0027,Not Agreement Yet,International (Treaty)
LOC_EEZ_0028,Not Ratified Yet,National
LOC_EEZ_0028,Not Agreement Yet,International (Treaty)
LOC_EEZ_0029,Not Ratified Yet,National
LOC_EEZ_0029,Not Agreement Yet,International (Treaty)
LOC_EEZ_0030,Not Ratified Yet,National
LOC_EEZ_0030,Not Agreement Yet,International (Treaty)
LOC_EEZ_0031,Not Ratified Yet,National
LOC_EEZ_0031,Not Agreement Yet,International (Treaty)
LOC_EEZ_0032,Not Ratified Yet,National
LOC_EEZ_0032,Not Agreement Yet,International (Treaty)
LOC_EEZ_0033,Not Ratified Yet,National
LOC_EEZ_0033,Not Agreement Yet,International (Treaty)
LOC_EEZ_0034,Not Ratified Yet,National
LOC_EEZ_0034,Not Agreement Yet,International (Treaty)
LOC_EEZ_0035,Not Ratified Yet,National
LOC_EEZ_0035,Not Agreement Yet,International (Treaty)
LOC_EEZ_0036,Not Ratified Yet,National
LOC_EEZ_0036,Not Agreement Yet,International (Treaty)
LOC_EEZ_0037,Not Ratified Yet,National
LOC_EEZ_0037,Not Agreement Yet,International (Treaty)
LOC_EEZ_0038,Not Ratified Yet,National
LOC_EEZ_0038,Not Agreement Yet,International (Treaty)
LOC_EEZ_0039,Not Ratified Yet,National
LOC_EEZ_0039,Not Agreement Yet,International (Treaty)
LOC_EEZ_0040,Not Ratified Yet,National
LOC_EEZ_0040,Not Agreement Yet,International (Treaty)
LOC_EEZ_0041,Not Ratified Yet,National
LOC_EEZ_0041,Not Agreement Yet,International (Treaty)
LOC_EEZ_0042,Not Ratified Yet,National
LOC_EEZ_0042,Not Agreement Yet,International (Treaty)
LOC_EEZ_0043,Not Ratified Yet,National
LOC_EEZ_0043,Not Deposit Yet,International
LOC_EEZ_0044,Not Ratified Yet,National
LOC_EEZ_0044,Not Agreement Yet,International (Treaty)
LOC_EEZ_0045,Not Ratified Yet,National
LOC_EEZ_0045,Not Agreement Yet,International (Treaty)
LOC_EEZ_0046,Not Ratified Yet,National
LOC_EEZ_0046,Not Agreement Yet,International (Treaty)
LOC_EEZ_0047,Not Ratified Yet,National
LOC_EEZ_0047,Not Agreement Yet,International (Treaty)
LOC_EEZ_0048,Not Ratified Yet,National
LOC_EEZ_0048,Not Agreement Yet,International (Treaty)
LOC_EEZ_0049,Not Ratified Yet,National
LOC_EEZ_0049,Not Agreement Yet,International (Treaty)
LOC_EEZ_0050,Not Ratified Yet,National
LOC_EEZ_0050,Not Agreement Yet,International (Treaty)
LOC_EEZ_0051,Not Ratified Yet,National
LOC_EEZ_0051,Not Agreement Yet,International (Treaty)
LOC_EEZ_0052,Not Ratified Yet,National
LOC_EEZ_0052,Not Agreement Yet,International (Treaty)
LOC_EEZ_0053,Not Ratified Yet,National
LOC_EEZ_0053,Not Agreement Yet,International (Treaty)
LOC_EEZ_0054,Not Ratified Yet,National
LOC_EEZ_0054,Not Agreement Yet,International (Treaty)
LOC_EEZ_0055,Not Ratified Yet,National
LOC_EEZ_0055,Not Agreement Yet,International (Treaty)
LOC_EEZ_0056,Not Ratified Yet,National
LOC_EEZ_0056,Not Agreement Yet,International (Treaty)
LOC_EEZ_0057,Not Ratified Yet,National
LOC_EEZ_0057,Not Agreement Yet,International (Treaty)
LOC_EEZ_0058,Not Ratified Yet,National
LOC_EEZ_0058,Not Agreement Yet,International (Treaty)
LOC_EEZ_0059,Not Ratified Yet,National
LOC_EEZ_0059,Not Agreement Yet,International (Treaty)
LOC_EEZ_0060,Not Ratified Yet,National
LOC_EEZ_0060,Not Agreement Yet,International (Treaty)
LOC_EEZ_0061,Not Ratified Yet,National
LOC_EEZ_0061,Not Agreement Yet,International (Treaty)
LOC_EEZ_0062,Not Ratified Yet,National
LOC_EEZ_0062,Not Agreement Yet,International (Treaty)
LOC_EEZ_0063,Not Ratified Yet,National
LOC_EEZ_0063,Not Agreement Yet,International (Treaty)
LOC_EEZ_0064,Not Ratified Yet,National
LOC_EEZ_0064,Not Agreement Yet,International (Treaty)
LOC_EEZ_0065,Not Ratified Yet,National
LOC_EEZ_0065,Not Agreement Yet,International (Treaty)
LOC_EEZ_0066,Not Ratified Yet,National
LOC_EEZ_0066,Not Agreement Yet,International (Treaty)
LOC_EEZ_0067,Not Ratified Yet,National
LOC_EEZ_0067,Not Agreement Yet,International (Treaty)
LOC_EEZ_0069,Not Ratified Yet,National
LOC_EEZ_0069,Not Agreement Yet,International (Treaty)
LOC_EEZ_0070,Not Ratified Yet,National
LOC_EEZ_0070,Not Agreement Yet,International (Treaty)
LOC_EEZ_0071,Not Ratified Yet,National
LOC_EEZ_0071,Not Deposit Yet,International
LOC_EEZ_0072,Not Ratified Yet,National
LOC_EEZ_0072,Not Deposit Yet,International
LOC_EEZ_0073,Not Ratified Yet,National
LOC_EEZ_0073,Not Deposit Yet,International
LOC_EEZ_0074,Not Ratified Yet,National
LOC_EEZ_0074,Not Deposit Yet,International
LOC_EEZ_0075,Not Ratified Yet,National
LOC_EEZ_0075,Not Deposit Yet,International
LOC_EEZ_0076,Not Ratified Yet,National
LOC_EEZ_0076,Not Deposit Yet,International
LOC_EEZ_0077,Not Ratified Yet,National
LOC_EEZ_0077,Not Deposit Yet,International
LOC_EEZ_0078,Not Ratified Yet,National
LOC_EEZ_0078,Not Deposit Yet,International
LOC_EEZ_0079,Not Ratified Yet,National
LOC_EEZ_0079,Not Deposit Yet,International
LOC_EEZ_0080,Not Ratified Yet,National
LOC_EEZ_0080,Not Deposit Yet,International
LOC_EEZ_0081,Not Ratified Yet,National
LOC_EEZ_0081,Not Deposit Yet,International
LOC_EEZ_0082,Not Ratified Yet,National
LOC_EEZ_0082,Not Deposit Yet,International
LOC_EEZ_0083,Not Ratified Yet,National
LOC_EEZ_0083,Not Deposit Yet,International
LOC_EEZ_0084,Not Ratified Yet,National
LOC_EEZ_0084,Not Deposit Yet,International
LOC_EEZ_0085,Not Ratified Yet,National
LOC_EEZ_0085,Not Deposit Yet,International
LOC_EEZ_0086,Not Ratified Yet,National
LOC_EEZ_0086,Not Deposit Yet,International
LOC_EEZ_0087,Not Ratified Yet,National
LOC_EEZ_0087,Not Deposit Yet,International
LOC_EEZ_0088,Not Ratified Yet,National
LOC_EEZ_0088,Not Deposit Yet,International
LOC_EEZ_0089,Not Ratified Yet,National
LOC_EEZ_0089,Not Deposit Yet,International
LOC_EEZ_0090,Not Ratified Yet,National
LOC_EEZ_0090,Not Deposit Yet,International
LOC_EEZ_0091,Not Ratified Yet,National
LOC_EEZ_0091,Not Deposit Yet,International
