fuID,Label,Status,ReleasibilityType,LocationTypeList,InterpolationRole,PointType,StartLifeSpan,EndLifeSpan,HorizontalDatum,VerticalDatum
LOC_EEZ_5897,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5898,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5899,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5900,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5901,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5902,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5903,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5904,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5905,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5906,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5907,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5908,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5909,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5910,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5911,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5912,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5913,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5914,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5915,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5916,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5917,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5918,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5919,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5920,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5921,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5922,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5923,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5924,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5925,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5926,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5927,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5928,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5929,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5930,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5931,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5932,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5933,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5934,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5935,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5936,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5937,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5938,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5939,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5940,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5941,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5942,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5943,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5944,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5945,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5946,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5947,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5948,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5949,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5950,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5951,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5952,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5953,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5954,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5955,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5956,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5957,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5958,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5959,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5960,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5961,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5962,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5963,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5964,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5965,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5966,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5967,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5968,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5969,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5970,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5971,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5972,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5973,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5974,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5975,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5976,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5977,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5978,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5979,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5980,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5981,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5982,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5983,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5984,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5985,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5986,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5987,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5988,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5989,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5990,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5991,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5992,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5993,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5994,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5995,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5996,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5997,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5998,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_5999,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6000,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6001,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6002,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6003,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6004,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6005,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6006,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6007,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6008,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6009,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6010,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6011,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6012,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6013,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6014,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6015,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6016,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6017,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6018,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6019,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6020,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6021,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6022,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6023,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6024,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6025,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6026,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6027,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6028,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6029,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6030,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6031,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6032,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6033,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6034,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6035,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6036,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6037,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6038,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6039,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6040,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6041,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6042,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6043,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6044,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6045,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6046,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6047,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6048,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6049,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6050,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6051,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6052,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6053,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6054,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6055,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6056,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6057,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6058,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6059,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6060,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6061,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6062,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6063,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6064,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6065,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6066,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6067,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6068,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6069,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6070,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6071,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6072,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6073,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6074,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6075,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6076,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6077,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6078,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6079,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6080,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6081,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6082,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6083,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6084,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6085,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6086,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6087,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6088,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6089,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6090,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6091,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6092,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6093,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6094,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6095,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6096,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
LOC_EEZ_6097,Outer Limit Point of Exclusive Economic Zone,Unilateral,Internal,Limit Point,densification,computed,2026:04:24,,WGS84,
