fuID,Label,Status,ReleasibilityType,LocationTypeList,InterpolationRole,PointType,StartLifeSpan,EndLifeSpan,HorizontalDatum,VerticalDatum
LOC_TS_2272,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2273,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2274,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2275,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2276,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2277,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2278,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2279,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2280,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2281,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2282,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2283,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2284,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2285,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2286,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2287,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2288,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2289,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2290,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2291,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2292,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2293,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2294,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2295,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2296,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2297,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2298,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2299,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2300,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2301,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2302,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2303,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2304,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2305,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2306,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2307,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2308,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2309,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2310,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2311,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2312,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2313,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2314,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2315,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2316,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2317,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2318,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2319,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2320,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2321,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2322,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2323,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2324,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2325,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2326,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2327,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2328,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2329,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2330,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2331,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2332,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2333,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2334,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2335,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2336,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2337,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2338,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2339,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2340,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2341,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2342,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2343,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2344,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2345,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2346,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2347,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2348,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2349,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2350,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2351,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2352,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2353,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2354,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2355,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2356,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2357,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2358,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2359,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2360,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2361,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2362,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2363,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2364,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2365,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2366,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2367,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2368,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2369,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2370,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2371,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2372,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2373,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2374,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2375,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2376,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2377,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2378,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2379,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2380,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2381,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2382,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2383,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2384,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2385,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2386,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2387,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2388,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2389,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2390,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2391,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2392,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2393,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2394,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2395,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2396,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2397,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2398,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2399,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2400,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2401,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2402,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2403,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2404,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2405,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2406,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
LOC_TS_2407,Boundary Point of Territorial Sea,Need Agreement,Internal,Boundary Point,densification,computed,2026:04:24,,WGS84,
